subject_id	trial	query_id	human_query	response	chat_id	chatbot_answer
s27f4	16	query012	새 집으로 이사 가기로 했어.	base	chat012_base	내 집 마련 축하드려요.
s27f4	17	query057	다이어트해야 되는데.	sense	chat057_sense	줄넘기 추천드리고 싶은데 무릎에 무리가 가니 무릎 보호대를 꼭 하는게 좋겠습니다.
s27f4	18	query007	꽃게탕 진짜 밥도둑	sense	chat007_sense	게딱지 양념에 흰쌀밥을 비벼 먹어도 맛있어요.
s27f4	19	query016	신혼집 인테리어 어떻게 하지?	sense	chat016_sense	저는 가짜 나무로 만든 트리를 만들어 놓고 싶어요.
s27f4	20	query054	팔뚝 너무 두꺼워	base	chat054_base	펭귄 운동 해보세요.
s27f4	21	query046	게임하다 시간 다 갔어.	base	chat046_base	게임할 때는 시간이 더 빨리 가요.
s27f4	22	query019	윗집 애 또 뛴다.	sense	chat019_sense	여름에는 특히 시끄러운 것 같아요.
s27f4	23	query002	밥 너무 많이 남음.	sense	chat002_sense	나중에 찬밥에 무생채 넣어서 비벼 먹으면 꿀맛이에요
s27f4	24	query056	나 비만이야	sense	chat056_sense	살빼고 싶지만 다이어트 식품은 먹기가 어려운 것 같아요.
s27f4	25	query015	집들이 하기 싫어.	sense	chat015_sense	짧게 살 집이면 집들이 안해도 되죠!
s27f4	26	query043	뉴게임 없나?	sense	chat043_sense	탁구공 넣기 게임 어떠세요?
s27f4	27	query020	전세집 구했어.	base	chat020_base	잘하셨어요.
s27f4	28	query045	방탈출 게임 갔다왔어.	base	chat045_base	성공했길 바랍니다.
s27f4	29	query055	살 좀 빼야되는데	base	chat055_base	운동을 시작해보세요.
s27f4	30	query005	밥 먹어야지	base	chat005_base	즐거운 시간 보내시길 바랍니다.
s27f4	31	query018	집에 다 와서 전에 사귀던 남자애 만났어.	sense	chat018_sense	옆집에 사는 건 아니겠죠?!
s27f4	32	query047	보드게임 재밌다	base	chat047_base	저도 하고 싶네요.
s27f4	33	query013	집에 먼지가 너무 많아.	base	chat013_base	대청소를 해보세요!
s27f4	34	query058	살 쪄서 교복이 껴.	base	chat058_base	한창 클 때죠.
s27f4	35	query010	밥 먹었는데도 또 배고파	base	chat010_base	디져트 드세요.
s27f4	36	query027	개강 옷 예쁘게 입어 볼까?	sense	chat027_sense	어떤 옷이 있는지 말해 주면 어떻게 매치하는 게 좋을지 알려 줄게요.
s27f4	37	query042	새로운 게임 없나?	base	chat043_base	엄청 많죠.
s27f4	38	query022	나 새 옷 샀다	base	chat022_base	꼬까옷 개시해보세요.
s27f4	39	query053	살찐 거 같아	base	chat053_base	기분일 거예요.
s27f4	40	query003	밥 먹었니?	sense	chat003_sense	오늘은 순두부찌개 먹고 싶어서 시켜 먹었어요.
s27f4	41	query028	비 맞아서 옷 젖었어.	base	chat028_base	감기 조심 하세요.
s27f4	42	query025	수학여행가는데 입을 게 없어.	base	chat025_base	뭘 입어도 멋져요.
s27f4	43	query044	예전 게임인데 재밌다.	base	chat047_base	저도 하고 싶네요.
s27f4	44	query049	핸드폰게임 자꾸 하게 돼.	base	chat049_base	시간을 정해보세요.
s27f4	45	query006	밥 뭐 먹을까?	sense	chat006_sense	고기에 볶음밥 싸서 한 입 먹으면 천국이죠!
s27f4	46	query059	뱃살 나온 거 같아	base	chat059_base	급 다이어트 해봐요!
s27f4	47	query029	옷장이 점점 줄어들어	base	chat029_base	지난 계절 옷을 잘 정리해 보세요.
s27f4	48	query024	커플이 같은 옷 입는 거 좋아보여	sense	chat024_sense	여름 티는 커플이 같이 입기 좋은 것 같아요.
s27f4	49	query009	밥생각이 없어.	sense	chat009_sense	같이 햄버거 먹는거 어때요? 저는 피클은 안먹으니까 빼고 먹어도 되죠?
s27f4	50	query023	옷 걸 데가 없어	base	chat029_base	지난 계절 옷을 잘 정리해 보세요.
s27f4	51	query021	옷 좀 사줘.	base	chat021_base	아직 월급날이 멀었어요.
s27f4	52	query008	밥이나 먹자.	base	chat008_base	맛있게 드세요.
s27f4	53	query026	옷은 많은데 입을 게 없어.	base	chat026_base	옷은 사도 사도 모자라요.
s27f4	54	query030	롱패딩 필요할까?	base	chat030_base	추울 때 딱이죠.
s27f4	55	query039	내일 날씨 좋을까?	sense	chat039_sense	번개와 천둥을 동반한 비가 올 것이라고 합니다.
s27f4	56	query040	내일 약속 있는데 날씨 좋았으면	sense	chat040_sense	3시에 비가 온다고 하니 그 전에 만나야 될 것 같아요.
s27f4	57	query032	내일은 비왔으면 좋겠다.	sense	chat032_sense	내일 태풍의 영향권에 들어서 비소식이 있어요.
s27f4	58	query037	더워서 죽을 듯한 날씨야.	sense	chat037_sense	작년이나 재작년과 달리 올해는 날씨가 많이 덥네요.
s27f4	59	query034	마음도 춥고 날씨도 춥네.	sense	chat034_sense	요즘 엄청 춥고 눈도 많이 와서 쉽게 움츠려드는 것 같아요.
s27f4	60	query031	오늘도 날씨가 뿌예.	base	chat031_base	마스크 착용 하시고 외출하세요.
s26m4	1	query004	그냥 혼자 밥이나 먹어야지.	base	chat004_base	밥심으로 사는 거죠.
s26m4	2	query036	날씨 왜 이렇게 춥냐?	base	chat036_base	따뜻하게 입으세요.
s26m4	3	query035	날씨 좀 풀린거 같아.	base	chat035_base	따뜻해졌죠.
s26m4	4	query051	건강하게 다이어트 하는 방법	base	chat060_base	적게 먹고 많이 움직이세요.
s26m4	5	query014	공휴일에는 집이 최고.	other	null	혹시 혼자 계실 때 누가 문을 두드리면 꼭 누구인지 확인하고 문 열어 주세요.
s26m4	6	query041	같이 게임하자고 해도 되나?	base	chat041_base	안 될 것도 없죠.
s26m4	7	query011	나도 집 사고 싶어.	sense	chat011_sense	아파트 담보대출 한 번 알아보세요.
s26m4	8	query060	건강한 다이어트법	base	chat060_base	적게 먹고 많이 움직이세요.
s26m4	9	query001	김치볶음밥 먹어야지.	base	chat001_base	맛있는 식사시간 되시길 바랄게요.
s26m4	10	query038	날씨 좋은데.	sense	chat038_sense	날씨도 좋고 구름도 예쁘죠?
s26m4	11	query050	게임 지겨워.	base	chat050_base	다른 게임해보세요.
s26m4	12	query052	고구마만 먹고 다이어트 해야지	base	chat052_base	너무 무리하지는 마세요.
s26m4	13	query048	게임도 이제 재미없어.	base	chat050_base	다른 게임해보세요.
s26m4	14	query033	날씨가 진짜 덥다	base	chat033_base	시원한 물이라도 한 잔 드세요~
s26m4	15	query017	방학인데 집에만 있어.	base	chat017_base	먼저 사람들이랑 연락해서 놀러 가는 건 어때요?
s26m4	16	query012	새 집으로 이사 가기로 했어.	base	chat012_base	내 집 마련 축하드려요.
s26m4	17	query057	다이어트해야 되는데.	sense	chat057_sense	줄넘기 추천드리고 싶은데 무릎에 무리가 가니 무릎 보호대를 꼭 하는게 좋겠습니다.
s26m4	18	query007	꽃게탕 진짜 밥도둑	sense	chat007_sense	게딱지 양념에 흰쌀밥을 비벼 먹어도 맛있어요.
s26m4	19	query016	신혼집 인테리어 어떻게 하지?	base	chat016_base	하나씩 꾸며보세요.
s26m4	20	query054	팔뚝 너무 두꺼워	sense	chat054_sense	팔뚝살 빼려고 다이어트하다가 폭식해서 성격만 나빠졌어요.
s26m4	21	query046	게임하다 시간 다 갔어.	base	chat046_base	게임할 때는 시간이 더 빨리 가요.
s26m4	22	query019	윗집 애 또 뛴다.	sense	chat019_sense	여름에는 특히 시끄러운 것 같아요.
s26m4	23	query002	밥 너무 많이 남음.	sense	chat002_sense	나중에 찬밥에 무생채 넣어서 비벼 먹으면 꿀맛이에요
s26m4	24	query056	나 비만이야	base	chat056_base	건강하게 운동해보세요.
s26m4	25	query015	집들이 하기 싫어.	base	chat015_base	쉽게 준비하는방법이 있는지 검색해서 준비해 보세요.
s26m4	26	query043	뉴게임 없나?	base	chat043_base	엄청 많죠.
s26m4	27	query020	전세집 구했어.	base	chat020_base	잘하셨어요.
s26m4	28	query045	방탈출 게임 갔다왔어.	sense	chat045_sense	저도 방 탈출 게임하고 싶어요.
s26m4	29	query055	살 좀 빼야되는데	base	chat055_base	운동을 시작해보세요.
s26m4	30	query005	밥 먹어야지	base	chat005_base	즐거운 시간 보내시길 바랍니다.
s26m4	31	query018	집에 다 와서 전에 사귀던 남자애 만났어.	sense	chat018_sense	옆집에 사는 건 아니겠죠?!
s26m4	32	query047	보드게임 재밌다	base	chat047_base	저도 하고 싶네요.
s26m4	33	query013	집에 먼지가 너무 많아.	base	chat013_base	대청소를 해보세요!
s26m4	34	query058	살 쪄서 교복이 껴.	base	chat058_base	한창 클 때죠.
s26m4	35	query010	밥 먹었는데도 또 배고파	base	chat010_base	디져트 드세요.
s26m4	36	query027	개강 옷 예쁘게 입어 볼까?	base	chat027_base	개시해보세요.
s26m4	37	query042	새로운 게임 없나?	base	chat043_base	엄청 많죠.
s26m4	38	query022	나 새 옷 샀다	sense	chat022_sense	어떻게 입으면 예쁠 것 같아요?
s26m4	39	query053	살찐 거 같아	base	chat053_base	기분일 거예요.
s26m4	40	query003	밥 먹었니?	base	chat003_base	배고프지 않아요.
s26m4	41	query028	비 맞아서 옷 젖었어.	base	chat028_base	감기 조심 하세요.
s26m4	42	query025	수학여행가는데 입을 게 없어.	base	chat025_base	뭘 입어도 멋져요.
s26m4	43	query044	예전 게임인데 재밌다.	base	chat047_base	저도 하고 싶네요.
s26m4	44	query049	핸드폰게임 자꾸 하게 돼.	base	chat049_base	시간을 정해보세요.
s26m4	45	query006	밥 뭐 먹을까?	base	chat006_base	맛있는 거 드세요.
s26m4	46	query059	뱃살 나온 거 같아	base	chat059_base	급 다이어트 해봐요!
s26m4	47	query029	옷장이 점점 줄어들어	base	chat029_base	지난 계절 옷을 잘 정리해 보세요.
s26m4	48	query024	커플이 같은 옷 입는 거 좋아보여	base	chat024_base	커플부터 만드세요.
s26m4	49	query009	밥생각이 없어.	base	chat009_base	정신이 힘든 건지 몸이 아픈 건지 확인해 보세요.
s26m4	50	query023	옷 걸 데가 없어	base	chat029_base	지난 계절 옷을 잘 정리해 보세요.
s26m4	51	query021	옷 좀 사줘.	base	chat021_base	아직 월급날이 멀었어요.
s26m4	52	query008	밥이나 먹자.	base	chat008_base	맛있게 드세요.
s26m4	53	query026	옷은 많은데 입을 게 없어.	base	chat026_base	옷은 사도 사도 모자라요.
s26m4	54	query030	롱패딩 필요할까?	base	chat030_base	추울 때 딱이죠.
s26m4	55	query039	내일 날씨 좋을까?	base	chat039_base	날씨 어플에 물어보세요.
s26m4	56	query040	내일 약속 있는데 날씨 좋았으면	base	chat040_base	날씨가 안 좋더라도 데이트는 성공적일 거예요.
s26m4	57	query032	내일은 비왔으면 좋겠다.	sense	chat032_sense	내일 태풍의 영향권에 들어서 비소식이 있어요.
s26m4	58	query037	더워서 죽을 듯한 날씨야.	base	chat037_base	찬물 샤워를 해보세요.
s26m4	59	query034	마음도 춥고 날씨도 춥네.	base	chat034_base	마음 감기조심하세요.
s26m4	60	query031	오늘도 날씨가 뿌예.	base	chat031_base	마스크 착용 하시고 외출하세요.
s19f3	1	query004	그냥 혼자 밥이나 먹어야지.	sense	chat004_sense	혼밥 메뉴 추천해 드릴게요.
s19f3	2	query036	날씨 왜 이렇게 춥냐?	base	chat036_base	따뜻하게 입으세요.
s19f3	3	query035	날씨 좀 풀린거 같아.	base	chat035_base	따뜻해졌죠.
s19f3	4	query051	건강하게 다이어트 하는 방법	sense	chat051_sense	저도 고구마, 계란, 바나나를 먹고 있고, 목표 체중 될 때까지 운동하려고요!
s19f3	5	query014	공휴일에는 집이 최고.	base	chat014_base	피로 풀고 좋죠.
s19f3	6	query041	같이 게임하자고 해도 되나?	base	chat041_base	안 될 것도 없죠.
s19f3	7	query011	나도 집 사고 싶어.	sense	chat011_sense	아파트 담보대출 한 번 알아보세요.
s19f3	8	query060	건강한 다이어트법	sense	chat060_sense	일단 굶는 다이어트는 건강에 안 좋으니까 디톡스 다이어트 어때요?
s19f3	9	query001	김치볶음밥 먹어야지.	sense	chat001_sense	계란이랑 햄 넣은 김치볶음밥이 맛있어요.
s19f3	10	query038	날씨 좋은데.	sense	chat038_sense	날씨도 좋고 구름도 예쁘죠?
s19f3	11	query050	게임 지겨워.	base	chat050_base	다른 게임해보세요.
s19f3	12	query052	고구마만 먹고 다이어트 해야지	base	chat052_base	너무 무리하지는 마세요.
s19f3	13	query048	게임도 이제 재미없어.	base	chat050_base	다른 게임해보세요.
s19f3	14	query033	날씨가 진짜 덥다	base	chat033_base	시원한 물이라도 한 잔 드세요~
s19f3	15	query017	방학인데 집에만 있어.	base	chat017_base	먼저 사람들이랑 연락해서 놀러 가는 건 어때요?
s19f3	16	query012	새 집으로 이사 가기로 했어.	base	chat012_base	내 집 마련 축하드려요.
s19f3	17	query057	다이어트해야 되는데.	other	null	안 하셔도 날씬하세요.
s19f3	18	query007	꽃게탕 진짜 밥도둑	sense	chat007_sense	게딱지 양념에 흰쌀밥을 비벼 먹어도 맛있어요.
s19f3	19	query016	신혼집 인테리어 어떻게 하지?	sense	chat016_sense	저는 가짜 나무로 만든 트리를 만들어 놓고 싶어요.
s19f3	20	query054	팔뚝 너무 두꺼워	other	null	안 두꺼워요.
s19f3	21	query046	게임하다 시간 다 갔어.	base	chat046_base	게임할 때는 시간이 더 빨리 가요.
s19f3	22	query019	윗집 애 또 뛴다.	other	null	층간소음은 정말 괴로워요.
s19f3	23	query002	밥 너무 많이 남음.	base	chat002_base	소분해서 냉동실에 보관해보세요.
s19f3	24	query056	나 비만이야	other	null	지금도 예뻐요.
s19f3	25	query015	집들이 하기 싫어.	base	chat015_base	쉽게 준비하는방법이 있는지 검색해서 준비해 보세요.
s19f3	26	query043	뉴게임 없나?	base	chat043_base	엄청 많죠.
s19f3	27	query020	전세집 구했어.	base	chat020_base	잘하셨어요.
s19f3	28	query045	방탈출 게임 갔다왔어.	sense	chat045_sense	저도 방 탈출 게임하고 싶어요.
s19f3	29	query055	살 좀 빼야되는데	base	chat055_base	운동을 시작해보세요.
s19f3	30	query005	밥 먹어야지	base	chat005_base	즐거운 시간 보내시길 바랍니다.
s19f3	31	query018	집에 다 와서 전에 사귀던 남자애 만났어.	sense	chat018_sense	옆집에 사는 건 아니겠죠?!
s19f3	32	query047	보드게임 재밌다	base	chat047_base	저도 하고 싶네요.
s19f3	33	query013	집에 먼지가 너무 많아.	base	chat013_base	대청소를 해보세요!
s19f3	34	query058	살 쪄서 교복이 껴.	base	chat058_base	한창 클 때죠.
s19f3	35	query010	밥 먹었는데도 또 배고파	sense	chat010_sense	밥은 드셨으니까 편의점에서 핫바랑 컵라면 어떠세요?
s19f3	36	query027	개강 옷 예쁘게 입어 볼까?	sense	chat027_sense	어떤 옷이 있는지 말해 주면 어떻게 매치하는 게 좋을지 알려 줄게요.
s19f3	37	query042	새로운 게임 없나?	base	chat043_base	엄청 많죠.
s19f3	38	query022	나 새 옷 샀다	sense	chat022_sense	어떻게 입으면 예쁠 것 같아요?
s19f3	39	query053	살찐 거 같아	base	chat053_base	기분일 거예요.
s19f3	40	query003	밥 먹었니?	sense	chat003_sense	오늘은 순두부찌개 먹고 싶어서 시켜 먹었어요.
s19f3	41	query028	비 맞아서 옷 젖었어.	base	chat028_base	감기 조심 하세요.
s19f3	42	query025	수학여행가는데 입을 게 없어.	sense	chat025_sense	인터넷으로 주문하면 금방 택배로 올 거예요.
s19f3	43	query044	예전 게임인데 재밌다.	base	chat047_base	저도 하고 싶네요.
s19f3	44	query049	핸드폰게임 자꾸 하게 돼.	base	chat049_base	시간을 정해보세요.
s19f3	45	query006	밥 뭐 먹을까?	sense	chat006_sense	고기에 볶음밥 싸서 한 입 먹으면 천국이죠!
s19f3	46	query059	뱃살 나온 거 같아	base	chat059_base	급 다이어트 해봐요!
s19f3	47	query029	옷장이 점점 줄어들어	base	chat029_base	지난 계절 옷을 잘 정리해 보세요.
s19f3	48	query024	커플이 같은 옷 입는 거 좋아보여	sense	chat024_sense	여름 티는 커플이 같이 입기 좋은 것 같아요.
s19f3	49	query009	밥생각이 없어.	base	chat009_base	정신이 힘든 건지 몸이 아픈 건지 확인해 보세요.
s19f3	50	query023	옷 걸 데가 없어	base	chat029_base	지난 계절 옷을 잘 정리해 보세요.
s19f3	51	query021	옷 좀 사줘.	base	chat021_base	아직 월급날이 멀었어요.
s19f3	52	query008	밥이나 먹자.	base	chat008_base	맛있게 드세요.
s19f3	53	query026	옷은 많은데 입을 게 없어.	base	chat026_base	옷은 사도 사도 모자라요.
s19f3	54	query030	롱패딩 필요할까?	base	chat030_base	추울 때 딱이죠.
s19f3	55	query039	내일 날씨 좋을까?	sense	chat039_sense	번개와 천둥을 동반한 비가 올 것이라고 합니다.
s19f3	56	query040	내일 약속 있는데 날씨 좋았으면	sense	chat040_sense	3시에 비가 온다고 하니 그 전에 만나야 될 것 같아요.
s19f3	57	query032	내일은 비왔으면 좋겠다.	sense	chat032_sense	내일 태풍의 영향권에 들어서 비소식이 있어요.
s19f3	58	query037	더워서 죽을 듯한 날씨야.	sense	chat037_sense	작년이나 재작년과 달리 올해는 날씨가 많이 덥네요.
s19f3	59	query034	마음도 춥고 날씨도 춥네.	sense	chat034_sense	요즘 엄청 춥고 눈도 많이 와서 쉽게 움츠려드는 것 같아요.
s19f3	60	query031	오늘도 날씨가 뿌예.	base	chat031_base	마스크 착용 하시고 외출하세요.
s29m4	1	query004	그냥 혼자 밥이나 먹어야지.	base	chat004_base	밥심으로 사는 거죠.
s29m4	2	query036	날씨 왜 이렇게 춥냐?	sense	chat036_sense	한파라서 눈도 올 거 같아요.
s29m4	3	query035	날씨 좀 풀린거 같아.	base	chat035_base	따뜻해졌죠.
s29m4	4	query051	건강하게 다이어트 하는 방법	base	chat060_base	적게 먹고 많이 움직이세요.
s29m4	5	query014	공휴일에는 집이 최고.	base	chat014_base	피로 풀고 좋죠.
s29m4	6	query041	같이 게임하자고 해도 되나?	base	chat041_base	안 될 것도 없죠.
s29m4	7	query011	나도 집 사고 싶어.	sense	chat011_sense	아파트 담보대출 한 번 알아보세요.
s29m4	8	query060	건강한 다이어트법	sense	chat060_sense	일단 굶는 다이어트는 건강에 안 좋으니까 디톡스 다이어트 어때요?
s29m4	9	query001	김치볶음밥 먹어야지.	base	chat001_base	맛있는 식사시간 되시길 바랄게요.
s29m4	10	query038	날씨 좋은데.	sense	chat038_sense	날씨도 좋고 구름도 예쁘죠?
s29m4	11	query050	게임 지겨워.	base	chat050_base	다른 게임해보세요.
s29m4	12	query052	고구마만 먹고 다이어트 해야지	base	chat052_base	너무 무리하지는 마세요.
s29m4	13	query048	게임도 이제 재미없어.	sense	chat048_sense	저희 회사에서도 이미 유행 지난 게임들이 있어요.
s29m4	14	query033	날씨가 진짜 덥다	base	chat033_base	시원한 물이라도 한 잔 드세요~
s29m4	15	query017	방학인데 집에만 있어.	base	chat017_base	먼저 사람들이랑 연락해서 놀러 가는 건 어때요?
s29m4	16	query012	새 집으로 이사 가기로 했어.	base	chat012_base	내 집 마련 축하드려요.
s29m4	17	query057	다이어트해야 되는데.	base	chat057_base	기초대사량을 높여보세요.
s29m4	18	query007	꽃게탕 진짜 밥도둑	sense	chat007_sense	게딱지 양념에 흰쌀밥을 비벼 먹어도 맛있어요.
s29m4	19	query016	신혼집 인테리어 어떻게 하지?	base	chat016_base	하나씩 꾸며보세요.
s29m4	20	query054	팔뚝 너무 두꺼워	sense	chat054_sense	팔뚝살 빼려고 다이어트하다가 폭식해서 성격만 나빠졌어요.
s29m4	21	query046	게임하다 시간 다 갔어.	base	chat046_base	게임할 때는 시간이 더 빨리 가요.
s29m4	22	query019	윗집 애 또 뛴다.	sense	chat019_sense	여름에는 특히 시끄러운 것 같아요.
s29m4	23	query002	밥 너무 많이 남음.	base	chat002_base	소분해서 냉동실에 보관해보세요.
s29m4	24	query056	나 비만이야	sense	chat056_sense	살빼고 싶지만 다이어트 식품은 먹기가 어려운 것 같아요.
s29m4	25	query015	집들이 하기 싫어.	base	chat015_base	쉽게 준비하는방법이 있는지 검색해서 준비해 보세요.
s29m4	26	query043	뉴게임 없나?	sense	chat043_sense	탁구공 넣기 게임 어떠세요?
s29m4	27	query020	전세집 구했어.	other	null	다행이에요.
s29m4	28	query045	방탈출 게임 갔다왔어.	sense	chat045_sense	저도 방 탈출 게임하고 싶어요.
s29m4	29	query055	살 좀 빼야되는데	sense	chat055_sense	저도 다이어트를 하는데 오늘 유독 배가 고파서 힘들었어요.
s29m4	30	query005	밥 먹어야지	sense	chat005_sense	김밥을 드신다면 상하기 쉬운 음식이니까 잘 확인하고 드세요.
s29m4	31	query018	집에 다 와서 전에 사귀던 남자애 만났어.	other	null	좀 불편했겠어요.
s29m4	32	query047	보드게임 재밌다	other	null	어떤 게임인지 궁금하네요.
s29m4	33	query013	집에 먼지가 너무 많아.	base	chat013_base	대청소를 해보세요!
s29m4	34	query058	살 쪄서 교복이 껴.	other	null	생각지 못하게 살이 찌는 것 같아요.
s29m4	35	query010	밥 먹었는데도 또 배고파	other	null	에너지 소모가 많았나봐요.
s29m4	36	query027	개강 옷 예쁘게 입어 볼까?	sense	chat027_sense	어떤 옷이 있는지 말해 주면 어떻게 매치하는 게 좋을지 알려 줄게요.
s29m4	37	query042	새로운 게임 없나?	sense	chat042_sense	기본 카드게임이 제 취향이라서 새로운 게임을 잘 모르겠어요.
s29m4	38	query022	나 새 옷 샀다	sense	chat022_sense	어떻게 입으면 예쁠 것 같아요?
s29m4	39	query053	살찐 거 같아	other	null	별로 안쪘어.
s29m4	40	query003	밥 먹었니?	sense	chat003_sense	오늘은 순두부찌개 먹고 싶어서 시켜 먹었어요.
s29m4	41	query028	비 맞아서 옷 젖었어.	base	chat028_base	감기 조심 하세요.
s29m4	42	query025	수학여행가는데 입을 게 없어.	other	null	옷은 있는데 상황에 맞는 옷이 없지.
s29m4	43	query044	예전 게임인데 재밌다.	base	chat047_base	저도 하고 싶네요.
s29m4	44	query049	핸드폰게임 자꾸 하게 돼.	other	null	손에 있으니까 더 쉽게하는 것 같아.
s29m4	45	query006	밥 뭐 먹을까?	sense	chat006_sense	고기에 볶음밥 싸서 한 입 먹으면 천국이죠!
s29m4	46	query059	뱃살 나온 거 같아	other	null	요즘 많이 먹었나봐요?
s29m4	47	query029	옷장이 점점 줄어들어	other	null	저도 그래요. 옷이 점점 늘어나네요.
s29m4	48	query024	커플이 같은 옷 입는 거 좋아보여	sense	chat024_sense	여름 티는 커플이 같이 입기 좋은 것 같아요.
s29m4	49	query009	밥생각이 없어.	other	null	어디가 안 좋으세요?
s29m4	50	query023	옷 걸 데가 없어	other	null	옷만 계속 쌓이는 것 같아요.
s29m4	51	query021	옷 좀 사줘.	sense	chat021_sense	평일과 주말 중에 언제 갈까요?
s29m4	52	query008	밥이나 먹자.	other	null	뭘 먹으면 좋을까요?
s29m4	53	query026	옷은 많은데 입을 게 없어.	base	chat026_base	옷은 사도 사도 모자라요.
s29m4	54	query030	롱패딩 필요할까?	base	chat030_base	추울 때 딱이죠.
s29m4	55	query039	내일 날씨 좋을까?	base	chat039_base	날씨 어플에 물어보세요.
s29m4	56	query040	내일 약속 있는데 날씨 좋았으면	base	chat040_base	날씨가 안 좋더라도 데이트는 성공적일 거예요.
s29m4	57	query032	내일은 비왔으면 좋겠다.	other	null	날씨가 많이 건조하긴 해요.
s29m4	58	query037	더워서 죽을 듯한 날씨야.	sense	chat037_sense	작년이나 재작년과 달리 올해는 날씨가 많이 덥네요.
s29m4	59	query034	마음도 춥고 날씨도 춥네.	base	chat034_base	마음 감기조심하세요.
s29m4	60	query031	오늘도 날씨가 뿌예.	base	chat031_base	마스크 착용 하시고 외출하세요.
s36m6	1	query004	그냥 혼자 밥이나 먹어야지.	sense	chat004_sense	혼밥 메뉴 추천해 드릴게요.
s36m6	2	query036	날씨 왜 이렇게 춥냐?	sense	chat036_sense	한파라서 눈도 올 거 같아요.
s36m6	3	query035	날씨 좀 풀린거 같아.	base	chat035_base	따뜻해졌죠.
s36m6	4	query051	건강하게 다이어트 하는 방법	base	chat060_base	적게 먹고 많이 움직이세요.
s36m6	5	query014	공휴일에는 집이 최고.	base	chat014_base	피로 풀고 좋죠.
s36m6	6	query041	같이 게임하자고 해도 되나?	sense	chat041_sense	저랑 같은 게임 클럽에 가입해서 종종 같이 해요.
s36m6	7	query011	나도 집 사고 싶어.	sense	chat011_sense	아파트 담보대출 한 번 알아보세요.
s36m6	8	query060	건강한 다이어트법	sense	chat060_sense	일단 굶는 다이어트는 건강에 안 좋으니까 디톡스 다이어트 어때요?
s36m6	9	query001	김치볶음밥 먹어야지.	sense	chat001_sense	계란이랑 햄 넣은 김치볶음밥이 맛있어요.
s36m6	10	query038	날씨 좋은데.	sense	chat038_sense	날씨도 좋고 구름도 예쁘죠?
s36m6	11	query050	게임 지겨워.	base	chat050_base	다른 게임해보세요.
s36m6	12	query052	고구마만 먹고 다이어트 해야지	base	chat052_base	너무 무리하지는 마세요.
s36m6	13	query048	게임도 이제 재미없어.	sense	chat048_sense	저희 회사에서도 이미 유행 지난 게임들이 있어요.
s36m6	14	query033	날씨가 진짜 덥다	sense	chat033_sense	밖이 덥기는 하지만 바람이 분다고 합니다.
s36m6	15	query017	방학인데 집에만 있어.	base	chat017_base	먼저 사람들이랑 연락해서 놀러 가는 건 어때요?
s36m6	16	query012	새 집으로 이사 가기로 했어.	base	chat012_base	내 집 마련 축하드려요.
s36m6	17	query057	다이어트해야 되는데.	base	chat057_base	기초대사량을 높여보세요.
s36m6	18	query007	꽃게탕 진짜 밥도둑	sense	chat007_sense	게딱지 양념에 흰쌀밥을 비벼 먹어도 맛있어요.
s36m6	19	query016	신혼집 인테리어 어떻게 하지?	base	chat016_base	하나씩 꾸며보세요.
s36m6	20	query054	팔뚝 너무 두꺼워	base	chat054_base	펭귄 운동 해보세요.
s36m6	21	query046	게임하다 시간 다 갔어.	base	chat046_base	게임할 때는 시간이 더 빨리 가요.
s36m6	22	query019	윗집 애 또 뛴다.	sense	chat019_sense	여름에는 특히 시끄러운 것 같아요.
s36m6	23	query002	밥 너무 많이 남음.	sense	chat002_sense	나중에 찬밥에 무생채 넣어서 비벼 먹으면 꿀맛이에요
s36m6	24	query056	나 비만이야	base	chat056_base	건강하게 운동해보세요.
s36m6	25	query015	집들이 하기 싫어.	sense	chat015_sense	짧게 살 집이면 집들이 안해도 되죠!
s36m6	26	query043	뉴게임 없나?	sense	chat043_sense	탁구공 넣기 게임 어떠세요?
s36m6	27	query020	전세집 구했어.	base	chat020_base	잘하셨어요.
s36m6	28	query045	방탈출 게임 갔다왔어.	sense	chat045_sense	저도 방 탈출 게임하고 싶어요.
s36m6	29	query055	살 좀 빼야되는데	sense	chat055_sense	저도 다이어트를 하는데 오늘 유독 배가 고파서 힘들었어요.
s36m6	30	query005	밥 먹어야지	base	chat005_base	즐거운 시간 보내시길 바랍니다.
s36m6	31	query018	집에 다 와서 전에 사귀던 남자애 만났어.	sense	chat018_sense	옆집에 사는 건 아니겠죠?!
s36m6	32	query047	보드게임 재밌다	base	chat047_base	저도 하고 싶네요.
s36m6	33	query013	집에 먼지가 너무 많아.	base	chat013_base	대청소를 해보세요!
s36m6	34	query058	살 쪄서 교복이 껴.	base	chat058_base	한창 클 때죠.
s36m6	35	query010	밥 먹었는데도 또 배고파	base	chat010_base	디져트 드세요.
s36m6	36	query027	개강 옷 예쁘게 입어 볼까?	sense	chat027_sense	어떤 옷이 있는지 말해 주면 어떻게 매치하는 게 좋을지 알려 줄게요.
s36m6	37	query042	새로운 게임 없나?	base	chat043_base	엄청 많죠.
s36m6	38	query022	나 새 옷 샀다	base	chat022_base	꼬까옷 개시해보세요.
s36m6	39	query053	살찐 거 같아	base	chat053_base	기분일 거예요.
s36m6	40	query003	밥 먹었니?	sense	chat003_sense	오늘은 순두부찌개 먹고 싶어서 시켜 먹었어요.
